매장명,작성일,방문시간,동반자,고객반응_포인트,리뷰내용,감정분석,매장_TOP인기반응
달빛에구운고등어 도마점,2026-02-28,,,"음식이 맛있어요, 매장이 넓어요, 친절해요",리뷰 194 807팔로워 6 저녁에 방문 일상연인・배우자 생선구이 먹고 싶음 오는곳~ 오늘은 딴날보다 더 촉촉한 느낌이 들어 맛있네요 리필반찬도 모두 맛있고 직원분들도 친절합니다~ 2.28.토,긍정,"고등어(190), 생선(170), 생선구이(116), 고등어구이(61), 계란말이(50), 잡채(30), 샐러드(20), 불고기(17), 갈치(14), 누룽지(14)"
달빛에구운고등어 도마점,2026-02-28,점심,,특별한 메뉴가 있어요,"리뷰 1,218 3,768팔로워 43테마 1 반찬종류 다양하고 맛있어요. 주차장도 넓어요! 2.28.토",긍정,"고등어(190), 생선(170), 생선구이(116), 고등어구이(61), 계란말이(50), 잡채(30), 샐러드(20), 불고기(17), 갈치(14), 누룽지(14)"
달빛에구운고등어 도마점,2026-02-13,,,재료가 신선해요,리뷰 595 236팔로워 2 저녁에 방문 데이트연인・배우자 맛나요 2.13.금,중립,"고등어(190), 생선(170), 생선구이(116), 고등어구이(61), 계란말이(50), 잡채(30), 샐러드(20), 불고기(17), 갈치(14), 누룽지(14)"
달빛에구운고등어 도마점,2026-02-08,,,,"리뷰 1,021 1,064 저녁에 방문 일상연인・배우자, 아이 달빛에구운고등어 도마점 2.8.일",중립,"고등어(190), 생선(170), 생선구이(116), 고등어구이(61), 계란말이(50), 잡채(30), 샐러드(20), 불고기(17), 갈치(14), 누룽지(14)"
달빛에구운고등어 도마점,2026-03-01,,,음식이 맛있어요,"리뷰 1,521 21 3.1.일",중립,"고등어(190), 생선(170), 생선구이(116), 고등어구이(61), 계란말이(50), 잡채(30), 샐러드(20), 불고기(17), 갈치(14), 누룽지(14)"
달빛에구운고등어 도마점,2026-02-08,,,음식이 맛있어요,리뷰 451 1팔로워 16 2.8.일,중립,"고등어(190), 생선(170), 생선구이(116), 고등어구이(61), 계란말이(50), 잡채(30), 샐러드(20), 불고기(17), 갈치(14), 누룽지(14)"
달빛에구운고등어 도마점,2026-01-30,,,음식이 맛있어요,"리뷰 1,713 8 1.30.금",중립,"고등어(190), 생선(170), 생선구이(116), 고등어구이(61), 계란말이(50), 잡채(30), 샐러드(20), 불고기(17), 갈치(14), 누룽지(14)"
달빛에구운고등어 도마점,2026-01-30,,,음식이 맛있어요,리뷰 301 6 1.30.금,중립,"고등어(190), 생선(170), 생선구이(116), 고등어구이(61), 계란말이(50), 잡채(30), 샐러드(20), 불고기(17), 갈치(14), 누룽지(14)"
달빛에구운고등어 도마점,2025-12-12,,,음식이 맛있어요,"리뷰 1,713 8",중립,"고등어(190), 생선(170), 생선구이(116), 고등어구이(61), 계란말이(50), 잡채(30), 샐러드(20), 불고기(17), 갈치(14), 누룽지(14)"
달빛에구운고등어 도마점,2025-11-21,,,음식이 맛있어요,"리뷰 1,916 15",중립,"고등어(190), 생선(170), 생선구이(116), 고등어구이(61), 계란말이(50), 잡채(30), 샐러드(20), 불고기(17), 갈치(14), 누룽지(14)"
달빛에구운고등어 도마점,2025-11-21,,,음식이 맛있어요,리뷰 438 13,중립,"고등어(190), 생선(170), 생선구이(116), 고등어구이(61), 계란말이(50), 잡채(30), 샐러드(20), 불고기(17), 갈치(14), 누룽지(14)"
달빛에구운고등어 도마점,2025-11-18,,,음식이 맛있어요,리뷰 142 60,중립,"고등어(190), 생선(170), 생선구이(116), 고등어구이(61), 계란말이(50), 잡채(30), 샐러드(20), 불고기(17), 갈치(14), 누룽지(14)"
달빛에구운고등어 도마점,2025-09-10,,,음식이 맛있어요,리뷰 328 116,중립,"고등어(190), 생선(170), 생선구이(116), 고등어구이(61), 계란말이(50), 잡채(30), 샐러드(20), 불고기(17), 갈치(14), 누룽지(14)"
달빛에구운고등어 도마점,2025-09-02,,,음식이 맛있어요,,분석불가(텍스트없음),"고등어(190), 생선(170), 생선구이(116), 고등어구이(61), 계란말이(50), 잡채(30), 샐러드(20), 불고기(17), 갈치(14), 누룽지(14)"
달빛에구운고등어 도마점,2026-01-31,점심,,,"리뷰 2,682 547 굿 1.31.토",중립,"고등어(190), 생선(170), 생선구이(116), 고등어구이(61), 계란말이(50), 잡채(30), 샐러드(20), 불고기(17), 갈치(14), 누룽지(14)"
달빛에구운고등어 도마점,2026-01-13,,,음식이 맛있어요,"리뷰 2,156 10 저녁에 방문 10분 이내 친목지인・동료 음식이 맛있고 편하서 좋아요 1.13.화",긍정,"고등어(190), 생선(170), 생선구이(116), 고등어구이(61), 계란말이(50), 잡채(30), 샐러드(20), 불고기(17), 갈치(14), 누룽지(14)"
달빛에구운고등어 도마점,2026-01-11,,,음식이 맛있어요,"리뷰 1,373 13 저녁에 방문 데이트연인・배우자 좋아요 1.11.일",긍정,"고등어(190), 생선(170), 생선구이(116), 고등어구이(61), 계란말이(50), 잡채(30), 샐러드(20), 불고기(17), 갈치(14), 누룽지(14)"
달빛에구운고등어 도마점,2026-01-04,,저녁에 방문  일상아이,,"리뷰 811 258팔로워 45 도마동 살면서 첫방문.. 후기에 대기가있다곤 했지만 일욜 저녁 한산했어요... 아이와 셋이방문. 삼치, 고등어, 고등어조림 세개주문.. 셀프바랑 메인생산이랑.. 일단 저희가족과는 잘 맞지않아서 실망함.ㅠㅠ 셀프바엔... 숭늉 가져왔수 나머지는 ㅠㅠ 생선구이는... 화덕에서 금방나오지 않은 뜨거운 느낌없이....화덕에서 나오면 지글지글..하지않나요..ㅠㅠ 재방문은... 안할거 같구요. 화장실앞 가글 있어서 그건 좋았어요... 표정을 눌러 반응을 남겨 보세요! 1 명 1.4.일 결제내역",부정,"고등어(190), 생선(170), 생선구이(116), 고등어구이(61), 계란말이(50), 잡채(30), 샐러드(20), 불고기(17), 갈치(14), 누룽지(14)"
달빛에구운고등어 도마점,2025-12-16,,,,"리뷰 1,783 3 저녁에 방문 데이트연인・배우자 맛나요",중립,"고등어(190), 생선(170), 생선구이(116), 고등어구이(61), 계란말이(50), 잡채(30), 샐러드(20), 불고기(17), 갈치(14), 누룽지(14)"
달빛에구운고등어 도마점,2025-12-12,,,"음식이 맛있어요, 양이 많아요, 매장이 넓어요, 친절해요, 주차하기 편해요","리뷰 2,184 8 점심에 방문 30분 이내친목친구",중립,"고등어(190), 생선(170), 생선구이(116), 고등어구이(61), 계란말이(50), 잡채(30), 샐러드(20), 불고기(17), 갈치(14), 누룽지(14)"
달빛에구운고등어 도마점,2025-12-06,저녁,,"음식이 맛있어요, 재료가 신선해요, 양이 많아요, 인테리어가 멋져요, 매장이 넓어요","리뷰 2,176팔로워 21 좋아요 😀",긍정,"고등어(190), 생선(170), 생선구이(116), 고등어구이(61), 계란말이(50), 잡채(30), 샐러드(20), 불고기(17), 갈치(14), 누룽지(14)"
달빛에구운고등어 도마점,2025-12-02,,,"음식이 맛있어요, 재료가 신선해요, 가성비가 좋아요, 혼밥하기 좋아요, 친절해요","리뷰 1,890 7팔로워 13 저녁에 방문 나들이지인・동료 맛있어요",긍정,"고등어(190), 생선(170), 생선구이(116), 고등어구이(61), 계란말이(50), 잡채(30), 샐러드(20), 불고기(17), 갈치(14), 누룽지(14)"
달빛에구운고등어 도마점,2025-11-27,,,"음식이 맛있어요, 양이 많아요","리뷰 578 1,185팔로워 13 점심에 방문 데이트연인・배우자 생선구이 생각날땐 🌛 달빛에 구운고등어가 제일 먼저 생각난다. 오래간만에 먹으니 더 맛난다. 셀프파에 메뉴도 다양하고 누룽지로 마무리하면 깔끔 접기",긍정,"고등어(190), 생선(170), 생선구이(116), 고등어구이(61), 계란말이(50), 잡채(30), 샐러드(20), 불고기(17), 갈치(14), 누룽지(14)"
달빛에구운고등어 도마점,2025-11-24,저녁,,음식이 맛있어요,"리뷰 1,780 42 괘안아요",중립,"고등어(190), 생선(170), 생선구이(116), 고등어구이(61), 계란말이(50), 잡채(30), 샐러드(20), 불고기(17), 갈치(14), 누룽지(14)"
달빛에구운고등어 송천점,2026-03-23,,점심에 방문  일상부모님,"음식이 맛있어요, 재료가 신선해요, 양이 많아요, 가성비가 좋아요, 매장이 넓어요","리뷰 1,339 997 맛있어요 3.23.월",긍정,"고등어(114), 생선(95), 생선구이(77), 고등어구이(48), 계란말이(46), 갈치(22), 잡채(19), 불고기(17), 누룽지(15), 고등어조림(13)"
달빛에구운고등어 송천점,2026-03-15,,,,"리뷰 17 37 저녁에 방문 가족모임연인・배우자 인건비를 줄이기위함인가요? 한국사람 거의없더군요 타국사람쓰는것이 문제가아니라 말투,서비스마인드가 전혀없네요 입장하자 무표정에 바빠죽겟는데 짜증난다는 표정으로 응대하셧죠 단발머리분? 빈자리되게많던데? 그러면서 몇명이냐물엇고 저포함성인2아이2였죠 날씨가쌀쌀해서바람들어오는 입구보다 좀더안에서 먹으려는데 안쪽은 다~ 모두다~ 석이랍니다? 그러면서 되게큰소리로 사람민망하게 석이니 들어가지말고 여기앉아요! 라고하셧죠? 1인1메뉴 저희이제막8살된아이한테도 눈부라리며 시키시라고햇죠? 그리고 뭐어쩌라고표정 잊을수가없네요 그리고 저희랑비슷한구성의가족들도 저희랑똑같이막아서고 그가족도 화나서 사장부르는데 당당하게 사장님없는데요! ㅎㅎ멋지십니다 ㅎㅎ계속짜증난표정에 팔짱끼고 화난표정이던데 계산할때 인상쓰고 인사도안하시네요 3.15.일",중립,"고등어(114), 생선(95), 생선구이(77), 고등어구이(48), 계란말이(46), 갈치(22), 잡채(19), 불고기(17), 누룽지(15), 고등어조림(13)"
달빛에구운고등어 송천점,2026-03-02,,,매장이 넓어요,리뷰 125 248팔로워 5 저녁에 방문 가족모임친척・형제자매 응 다신 안올래요 타매장 갈래요 직원들 외국인들이라 질문하면 한개 대답하고 자꾸가요. 대화가 안이어지고 기분나쁘네요 그동안 타매장보다 송천점 좋아했는데 그간 즐거웠어요. 그리고 1인 1메뉴라 적어주세요 .메뉴판에 고등어 한마리도 지워버림. 따로 물어보고 시켜야합니다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ포장자율과 넓은건 송천점이 좋지만 이젠 도청점 다닐래요. 오늘만 그런지몰라도 최애 반찬맛도 달라져서 남겼어요 표정을 눌러 반응을 남겨 보세요! 2 명 3.2.월,부정,"고등어(114), 생선(95), 생선구이(77), 고등어구이(48), 계란말이(46), 갈치(22), 잡채(19), 불고기(17), 누룽지(15), 고등어조림(13)"
달빛에구운고등어 송천점,2026-02-05,저녁,,"음식이 맛있어요, 재료가 신선해요, 친절해요","리뷰 1,257 1,478팔로워 49 오랜만에 연근 먹으러 왔다가 생선도 맛있게 먹고 감☺️ 2.5.목",긍정,"고등어(114), 생선(95), 생선구이(77), 고등어구이(48), 계란말이(46), 갈치(22), 잡채(19), 불고기(17), 누룽지(15), 고등어조림(13)"
달빛에구운고등어 송천점,2026-02-03,,점심에 방문  친목친구,"음식이 맛있어요, 재료가 신선해요, 양이 많아요, 인테리어가 멋져요, 매장이 청결해요",리뷰 198 743팔로워 15테마 2 맛있는 반찬들이 무제한이고 음식이 깔끔하고 정갈해요 직원분들 모두 친절해서 매우 만족스러운 매장입니다😊👍🔥 2.3.화 결제내역,긍정,"고등어(114), 생선(95), 생선구이(77), 고등어구이(48), 계란말이(46), 갈치(22), 잡채(19), 불고기(17), 누룽지(15), 고등어조림(13)"
달빛에구운고등어 송천점,2026-02-01,저녁,,매장이 넓어요,"리뷰 1,468 2 조아요 2.1.일",중립,"고등어(114), 생선(95), 생선구이(77), 고등어구이(48), 계란말이(46), 갈치(22), 잡채(19), 불고기(17), 누룽지(15), 고등어조림(13)"
달빛에구운고등어 송천점,2026-01-31,,,"음식이 맛있어요, 재료가 신선해요, 가성비가 좋아요, 매장이 넓어요","리뷰 487 1,426 저녁에 방문 가족모임부모님 반찬도 맛있고 미역국도 맛있지만 무엇보다 메인인 고등어구이가 최고입니다 담백하면서 촉촉해서 그냥 먹어도 맛있고 밥에 얹어서 먹어도 맛있습니다 오늘은 겉절이가 맛있어서 누룽지를 두 번이나 갖다 먹었네요 달빛은 정말 실패하기 힘든 음식점이라 애정하는 곳입니다 부모님 모시고 가기에도 좋고 가족들끼리 이용하기도 좋아 추천합니다 접기 1.31.토",긍정,"고등어(114), 생선(95), 생선구이(77), 고등어구이(48), 계란말이(46), 갈치(22), 잡채(19), 불고기(17), 누룽지(15), 고등어조림(13)"
달빛에구운고등어 송천점,2026-01-21,,점심에 방문  일상부모님,,리뷰 46 39 음식맛 기본은 합니다. 그러나 부모님과 같이 있던 식사자리에서 룰을 제대로 지키지 못한 저희에게 식사도중 면전에 두고 과도하게 따지듯 얘기하는 직원의 언행에 상당히 불쾌했고 부모님과 아이앞에서 모멸감 수치심을 느끼게한 식당입니다. 2 명 1.21.수,부정,"고등어(114), 생선(95), 생선구이(77), 고등어구이(48), 계란말이(46), 갈치(22), 잡채(19), 불고기(17), 누룽지(15), 고등어조림(13)"
달빛에구운고등어 송천점,2026-01-19,,,음식이 맛있어요,"리뷰 2,498 529팔로워 23 점심에 방문 일상지인・동료 굿~ 1.19.월",중립,"고등어(114), 생선(95), 생선구이(77), 고등어구이(48), 계란말이(46), 갈치(22), 잡채(19), 불고기(17), 누룽지(15), 고등어조림(13)"
달빛에구운고등어 송천점,2026-01-02,,,"음식이 맛있어요, 재료가 신선해요, 양이 많아요","리뷰 1,135 822 저녁에 방문 일상지인・동료 달빛에 구운 고등어 송천점 생선도 신선하고 맛있어요. 샐러드바 이용도 할 수 있어 좋아요 1.2.금",긍정,"고등어(114), 생선(95), 생선구이(77), 고등어구이(48), 계란말이(46), 갈치(22), 잡채(19), 불고기(17), 누룽지(15), 고등어조림(13)"
달빛에구운고등어 송천점,2026-03-13,,,음식이 맛있어요,"리뷰 1,536 34 3.13.금",중립,"고등어(114), 생선(95), 생선구이(77), 고등어구이(48), 계란말이(46), 갈치(22), 잡채(19), 불고기(17), 누룽지(15), 고등어조림(13)"
달빛에구운고등어 송천점,2026-03-13,,,음식이 맛있어요,"리뷰 1,541 12 3.13.금",중립,"고등어(114), 생선(95), 생선구이(77), 고등어구이(48), 계란말이(46), 갈치(22), 잡채(19), 불고기(17), 누룽지(15), 고등어조림(13)"
달빛에구운고등어 송천점,2025-11-04,,,음식이 맛있어요,"리뷰 1,144 3",중립,"고등어(114), 생선(95), 생선구이(77), 고등어구이(48), 계란말이(46), 갈치(22), 잡채(19), 불고기(17), 누룽지(15), 고등어조림(13)"
달빛에구운고등어 송천점,2025-10-28,,,음식이 맛있어요,리뷰 444 5,중립,"고등어(114), 생선(95), 생선구이(77), 고등어구이(48), 계란말이(46), 갈치(22), 잡채(19), 불고기(17), 누룽지(15), 고등어조림(13)"
달빛에구운고등어 송천점,2025-10-25,,,음식이 맛있어요,리뷰 689 235,중립,"고등어(114), 생선(95), 생선구이(77), 고등어구이(48), 계란말이(46), 갈치(22), 잡채(19), 불고기(17), 누룽지(15), 고등어조림(13)"
달빛에구운고등어 송천점,2025-10-16,,,특별한 메뉴가 있어요,리뷰 600 27,중립,"고등어(114), 생선(95), 생선구이(77), 고등어구이(48), 계란말이(46), 갈치(22), 잡채(19), 불고기(17), 누룽지(15), 고등어조림(13)"
